movieId,imdbId,tmdbId,Average_rating,release_years,awards_won,bo_collection,duration
2560,129332,10212.0,3.0,1962,5,51135,96
2561,139668,10354.0,3.625,1948,7,58445,93
2562,118682,11526.0,5.0,1968,5,97643,129
2563,118892,8583.0,4.666666666666667,1922,8,60815,128
2565,49408,16520.0,3.380952380952381,2017,0,55418,72
2566,187819,16508.0,3.0,2003,5,69144,69
2567,131369,11374.0,3.0,1962,0,74446,122
2568,120757,16379.0,1.5833333333333333,2001,8,79952,75
2569,122906,125123.0,4.0,1968,9,99502,88
2570,120613,28029.0,3.5,1990,6,71052,81
2571,133093,603.0,4.183397683397684,1982,9,72436,77
2572,147800,4951.0,3.473684210526316,1955,4,97615,90
2573,120274,65749.0,5.0,1930,0,90723,113
2574,129280,8970.0,2.3181818181818183,1957,0,60068,94
2575,120449,9840.0,3.7222222222222223,1976,3,53631,106
2577,119665,30950.0,3.0,1965,7,77986,116
2579,154506,11660.0,3.5,1945,9,51561,122
2580,139239,9430.0,3.87,1994,8,53830,76
2581,151738,11355.0,3.0428571428571427,1911,2,85564,77
2582,105399,18764.0,3.125,2018,0,85580,91
2583,126250,9465.0,3.333333333333333,2003,3,96289,92
2585,133363,1414.0,3.5,1960,0,52687,100
2586,119219,49981.0,4.0,2010,8,95762,121
2587,123964,6522.0,2.6,1995,9,87555,94
2589,143261,114719.0,3.0,1901,7,93574,99
2590,136244,10209.0,3.5,1996,9,93228,102
2594,125659,1902.0,3.9444444444444446,1955,2,77938,113
2596,133189,6396.0,3.8,1995,9,83907,90
2597,120836,39964.0,2.0,1967,6,94934,121
2598,120797,12596.0,2.875,1962,1,77049,61
2599,126886,9451.0,4.044303797468355,1959,5,75421,85
2600,120907,1946.0,3.125,1946,2,62753,89
2605,137494,1844.0,3.1463414634146343,1993,5,85137,85
2606,138510,6552.0,2.9285714285714284,1907,2,80884,116
2607,162973,24584.0,3.6666666666666665,1982,8,72620,65
2609,115669,25471.0,3.5,1968,9,81255,70
2610,138874,4154.0,3.5,2017,7,89647,83
2611,155388,28519.0,3.75,1986,9,77019,68
2612,37913,3309.0,3.7777777777777777,1947,4,73904,116
2613,87799,18462.0,3.6,1953,2,88583,113
2615,89652,18252.0,3.333333333333333,1995,4,64592,99
2616,99422,8592.0,2.6296296296296298,1916,8,89373,114
2617,120616,564.0,3.2848101265822787,2001,1,82577,107
2618,118826,13852.0,3.5,1934,6,85783,64
2620,120865,25232.0,4.333333333333333,1935,7,94511,126
2621,115005,33194.0,3.375,1963,5,80145,66
2622,140379,10210.0,3.238095238095238,1956,1,80098,61
2624,165078,17962.0,3.6666666666666665,1900,7,71191,67
2625,115693,9460.0,4.0,1911,7,64507,110
2626,138414,4927.0,4.5,2013,0,75613,105
2627,120659,122190.0,5.0,1998,0,75284,72
2628,120915,1893.0,3.199275362318841,1914,3,95970,73
2629,166252,31342.0,3.5,2018,5,96035,84
2630,149723,44297.0,3.5,1942,4,77320,79
2631,120680,95627.0,3.0,1946,2,97178,68
2633,23245,15849.0,3.6666666666666665,2017,2,87203,97
2634,53085,18990.0,3.6666666666666665,2012,7,90488,126
2635,37098,29242.0,4.0,1919,0,94043,78
2636,37099,29243.0,5.0,1917,0,75716,100
2637,32818,31498.0,4.0,1957,7,52462,105
2638,35096,29239.0,3.0,1934,7,54590,82
2639,82766,15660.0,3.4,1940,9,77909,80
2640,78346,1924.0,3.433333333333333,1997,0,90148,82
2641,81573,8536.0,3.1973684210526314,1964,2,79714,119
2642,86393,9531.0,2.270833333333333,1916,7,78302,97
2643,94074,11411.0,2.208333333333333,1962,8,77955,85
2644,21814,138.0,4.111111111111111,1943,7,56781,60
2647,36931,3103.0,5.0,1993,7,80644,109
2648,21884,3035.0,4.166666666666667,1939,6,87835,95
2649,31951,3077.0,5.0,1939,1,95486,119
2650,34786,3074.0,5.0,1973,8,63303,126
2651,35899,3076.0,4.5,1996,5,53317,90
2652,50280,3079.0,4.5,2010,0,82513,92
2653,36376,32023.0,2.0,1925,9,81504,89
2654,34398,13666.0,4.25,2006,0,81114,129
2655,89308,29794.0,3.0,1954,4,84996,109
2656,48696,9077.0,3.5,2007,6,93637,98
2657,73629,36685.0,3.1746031746031744,2005,1,62002,96
2659,84156,30168.0,4.0,1934,7,64856,102
2660,44121,10785.0,4.5,2005,6,52360,104
2661,45920,19483.0,3.5,1917,4,88417,63
2662,46534,8974.0,3.361111111111111,2002,3,74746,62
2664,49366,11549.0,3.973684210526316,1943,6,64673,122
2668,84745,17918.0,3.0,1950,3,68566,106
2669,53183,37305.0,3.333333333333333,1963,7,77902,104
2670,52151,18784.0,4.333333333333333,2015,2,77317,64
2671,125439,509.0,3.3828125,1902,1,59763,62
2672,139809,1090.0,3.083333333333333,1933,4,57024,64
2673,156794,24858.0,4.75,1900,5,56919,76
2674,126859,15059.0,3.0,1990,0,69935,71
2676,128278,12117.0,2.75,1970,9,91710,64
2677,186508,11779.0,3.8461538461538463,1939,1,99929,117
2678,126261,41730.0,1.6666666666666667,1919,5,87142,92
2681,141105,13533.0,3.0,1912,8,87710,108
2682,164085,62676.0,4.375,1930,9,86641,112
2683,145660,817.0,3.2723214285714284,1981,6,90219,106
2686,120802,14283.0,3.8181818181818175,1965,6,51835,104
2687,120855,37135.0,3.625,1930,8,55238,65
2688,144214,2275.0,3.2419354838709675,1983,6,95057,96
2689,184510,68426.0,2.833333333333333,1933,5,84461,73
2690,122541,24137.0,4.25,2009,0,74493,84
2691,120731,10376.0,2.75,2009,0,62784,95
2692,130827,104.0,4.2,1936,2,76004,100
2693,120370,15800.0,3.85,1990,6,69477,127
2694,142342,9032.0,3.3448275862068964,1918,6,98065,108
2696,119038,9421.0,3.6,1987,2,70027,67
2697,119743,55955.0,2.0,2001,6,50912,125
2699,99052,6488.0,2.911290322580645,2016,7,95316,69
2700,158983,9473.0,3.5,1958,5,52351,113
2701,120891,8487.0,2.0319148936170213,2004,4,85055,114
2702,162677,10279.0,2.880952380952381,1987,1,79163,76
2704,101318,2767.0,3.6666666666666665,1941,3,55630,101
2706,163651,2105.0,3.2972972972972974,1956,3,57839,73
2707,137363,1073.0,3.513888888888889,2014,0,58612,75
2708,137439,10239.0,4.0,2018,7,67654,106
2709,158811,10208.0,2.642857142857143,1975,6,54000,88
2710,185937,2667.0,2.738372093023256,1921,3,73580,61
2712,120663,345.0,3.626984126984127,1931,8,65903,105
2713,139414,9825.0,2.238095238095238,1975,1,94450,88
2714,161100,16158.0,2.333333333333333,1913,4,65629,84
2715,120878,133575.0,2.6666666666666665,1963,9,53192,115
2716,87332,620.0,3.761904761904762,1998,6,72085,67
2717,97428,2978.0,2.755813953488372,1966,9,71340,107
2718,157503,10490.0,3.4615384615384617,1920,9,54102,125
2719,171363,11618.0,2.1904761904761907,1966,0,58511,87
2720,141369,332.0,2.1,1986,7,68244,119
2721,162710,1812.0,4.416666666666667,1915,6,78280,102
2722,149261,8914.0,2.573529411764706,2009,6,85428,64
2723,132347,9824.0,3.111111111111111,1998,1,58282,121
2724,163187,4806.0,2.811111111111111,1974,9,85044,101
2725,162830,33430.0,3.6,1953,8,77824,98
2726,49406,247.0,4.090909090909091,1903,7,71930,73
2727,48254,10056.0,3.5,2000,5,93496,104
2728,54331,967.0,3.9210526315789473,1943,1,59174,98
2729,56193,802.0,3.6875,1922,1,84108,103
2730,72684,3175.0,3.333333333333333,1987,0,57334,113
2731,53198,147.0,3.892857142857143,1934,2,74965,105
2732,55032,1628.0,3.85,1963,2,79395,71
2733,96378,21185.0,2.333333333333333,1929,5,76923,94
2734,91557,11120.0,3.333333333333333,1939,3,54559,76
2735,91129,10136.0,2.6666666666666665,1988,5,90529,68
2736,90774,32060.0,3.75,2005,9,87520,127
2738,90886,48259.0,2.6666666666666665,1951,2,82561,125
2739,88939,873.0,3.935483870967742,1976,9,95122,79
2741,91637,26789.0,2.6666666666666665,1909,0,81019,82
2745,91530,11416.0,3.9,1963,1,96375,128
2746,91419,10776.0,3.577777777777778,1925,5,55545,92
2747,54033,24452.0,3.0357142857142856,1918,5,77799,73
2748,92534,9710.0,2.7,1900,8,93670,67
2749,91554,31924.0,4.0,1904,1,56399,107
2750,93818,30890.0,3.75,1925,0,92333,121
2751,93051,24081.0,3.5,1907,5,50005,101
2752,93690,20242.0,4.0,1917,4,91742,66
2753,92627,39074.0,2.6666666666666665,1947,2,69632,103
2754,92850,66194.0,3.0,1905,9,56880,73
2755,93415,2115.0,3.5,2012,9,55009,100
2757,83967,3526.0,3.857142857142857,1947,6,57060,100
2758,89816,41166.0,4.0,1962,1,86690,92
2759,144168,16406.0,3.0681818181818183,1903,2,81535,72
2761,129167,10386.0,3.773809523809524,2007,4,61188,78
2762,167404,745.0,4.018134715025907,1911,7,87323,90
2763,155267,913.0,3.3974358974358974,1964,2,77411,100
2764,63688,912.0,4.166666666666667,2007,2,58320,118
2766,168449,67323.0,4.0,2009,8,90050,115
2767,120709,91076.0,1.5,1942,4,65609,76
2769,138946,19457.0,2.333333333333333,1961,2,57473,91
2770,131325,11353.0,3.0686274509803924,1934,9,79016,101
2771,120620,17707.0,2.0,1958,5,73793,76
2772,165710,9781.0,3.0,1970,9,52068,73
2774,168987,18212.0,4.333333333333333,1955,1,69145,75
2775,138487,13817.0,3.0,2015,9,81871,104
2776,119614,126996.0,3.0,2004,7,91233,85
2779,77663,12185.0,3.642857142857143,2012,0,82150,98
2780,57449,29056.0,4.166666666666667,1924,7,80407,80
2781,53363,26857.0,3.0,1945,3,58899,71
2782,55304,28501.0,3.8333333333333335,1936,0,67763,82
2783,59821,29030.0,3.0,1928,8,74035,85
2784,58333,25319.0,4.0,1935,0,89447,87
2786,91178,24103.0,2.5,1976,7,91503,91
2787,88889,10552.0,3.25,1924,3,70845,80
2788,66765,9267.0,4.090909090909091,1900,0,62271,128
2789,77394,10766.0,2.4,1983,2,96917,80
2790,82377,10768.0,2.4166666666666665,1920,9,67790,101
2791,80339,813.0,3.820754716981132,1972,5,81297,101
2792,83530,2665.0,3.36,2011,6,50492,82
2793,118604,9406.0,2.555555555555556,1913,2,59940,75
2794,89670,11418.0,2.875,1919,5,93676,73
2795,85995,11153.0,3.683333333333333,2011,8,83800,111
2796,95188,14170.0,2.555555555555556,1916,6,72649,72
2797,94737,2280.0,3.83177570093458,1968,8,62933,96
2798,100419,11077.0,2.5,1957,5,76742,62
2799,102719,28597.0,1.75,1954,4,52783,81
2800,104740,22611.0,3.0,1997,4,64689,126
2801,119843,39780.0,3.8,1990,0,80558,95
2802,96244,10396.0,3.3,1994,5,54932,74
2803,107798,9944.0,3.3,1927,3,58783,89
2804,85334,850.0,4.046666666666667,1959,1,82704,98
2805,130121,10154.0,3.108695652173913,1954,8,84540,71
2806,133046,10342.0,2.4545454545454546,1936,6,99080,120
2807,176269,10366.0,2.5,1973,9,85585,123
2808,105698,9349.0,2.5625,1903,8,97764,113
2809,188863,15122.0,1.5,1943,4,73388,125
2810,156887,10494.0,3.75,1922,8,81699,101
2812,160401,22314.0,3.0,1912,0,61325,122
2815,91278,11037.0,2.5,1987,9,56245,87
2816,95382,11955.0,1.75,1977,7,88866,80
2817,103617,2038.0,1.6666666666666667,1988,2,76589,99
2819,73802,11963.0,3.8,1918,0,64920,83
2820,58175,141489.0,4.5,1914,2,90813,108
2822,104839,9096.0,2.9,1980,3,63286,87
2824,181733,113273.0,3.0,1943,6,67675,105
2826,120657,1911.0,2.9,1925,9,90474,69
2827,138304,2900.0,2.409090909090909,1925,5,62686,104
2828,160236,17709.0,2.5,1932,4,99413,101
2829,164108,37718.0,3.0,2011,4,72680,113
2832,144286,30964.0,3.0,1926,0,80645,114
2835,163579,2162.0,3.0,1946,6,98131,92
2836,125971,14578.0,3.1666666666666665,1916,0,51986,111
2837,126810,40694.0,5.0,1902,9,89149,100
2839,157183,49184.0,4.0,1900,3,68901,111
2840,145531,10307.0,2.75,1987,0,51360,104
2841,164181,11601.0,3.7954545454545454,1906,7,63005,118
2843,118843,1075.0,4.666666666666667,1916,5,71346,72
2844,151582,21719.0,3.333333333333333,2011,8,80993,121
2845,178988,40879.0,0.5,1996,9,72620,121
2846,97050,47951.0,3.9444444444444446,1954,6,95862,107
2847,31762,43832.0,3.6666666666666665,1960,1,77222,97
2848,45251,47697.0,4.0,1930,4,52365,69
2849,102741,49792.0,2.0,1970,3,72480,79
2850,107895,77064.0,2.0,1934,9,72325,82
2851,81454,,3.0,1971,5,50825,67
2852,88146,26522.0,3.6666666666666665,1940,1,50858,83
2853,76150,23761.0,3.5,1999,4,85896,124
2855,86014,42114.0,4.0,1942,8,62711,124
2856,59297,28295.0,3.4,1942,9,74088,87
2857,63823,12105.0,3.7857142857142856,2015,6,51221,89
2858,169547,14.0,4.236363636363636,1944,4,86022,124
2859,88178,24128.0,4.0,1900,5,91568,99
2860,181316,11001.0,3.3,1947,8,76429,107
2861,126916,10390.0,3.066666666666667,1986,9,93423,121
2862,80491,9453.0,3.125,1955,9,96433,77
2863,58182,704.0,3.883333333333333,2006,5,78090,80
2864,127296,35122.0,2.75,1924,5,78141,118
2866,77280,24153.0,3.75,2004,1,91739,121
2867,89175,11797.0,3.25,1966,0,63999,83
2868,97390,18086.0,3.0,1967,1,65243,80
2869,111342,124475.0,1.0,1969,4,74772,107
2870,61385,17887.0,3.4375,1920,9,90880,102
2871,68473,10669.0,3.9375,1989,2,99780,93
2872,82348,11527.0,3.8125,1962,5,70556,65
2874,50814,40867.0,4.5,1997,9,78079,99
2875,108185,1049.0,3.4444444444444446,1995,2,66840,107
2876,111419,28032.0,2.6666666666666665,1967,8,79325,121
2877,73812,11326.0,3.111111111111111,1931,5,82295,125
2878,82511,28377.0,2.0,1901,6,69554,105
2879,99558,10975.0,3.7,1930,9,64534,72
2880,91431,10974.0,5.0,1949,1,93936,63
2881,150377,10398.0,3.0930232558139537,2011,1,54517,101
2882,120716,2290.0,2.1666666666666665,1921,3,77375,66
2883,140397,24071.0,3.625,1909,4,73999,101
2884,129884,62994.0,1.0,1927,9,70956,118
2885,160338,60994.0,3.5,1919,7,55536,85
2886,159421,16112.0,2.25,1968,7,50573,89
2887,168172,32305.0,2.5,1967,4,77424,68
2888,164114,14429.0,2.590909090909091,1929,7,63612,68
2889,134618,15198.0,3.7142857142857135,1955,2,83086,121
2890,120188,6415.0,3.739130434782609,1971,0,73664,68
2891,162360,24066.0,2.75,1956,5,82207,88
2892,133122,21430.0,2.6666666666666665,1927,5,63777,92
2893,134033,10381.0,4.0,1970,1,94294,71
2894,194314,171982.0,2.0,2005,5,66985,98
2897,87188,5622.0,5.0,1950,0,95122,62
2898,106664,10349.0,3.5,1916,2,65835,69
2899,31397,42518.0,3.6666666666666665,1921,3,62680,119
2900,95652,29787.0,3.0,1940,9,56344,128
2901,79714,9638.0,3.8333333333333335,1986,3,60254,84
2902,86154,10576.0,2.375,1963,0,92806,124
2903,91799,12662.0,1.8333333333333333,1911,6,90165,124
2904,23369,61369.0,3.0,1974,5,59752,60
2905,56443,11712.0,3.642857142857143,1944,5,64639,88
2906,156934,12618.0,2.6666666666666665,1940,1,99288,82
2907,167427,13824.0,3.0,2018,9,69500,127
2908,171804,226.0,3.897727272727273,1994,2,88487,116
2912,165854,10388.0,3.764705882352941,1903,7,56637,60
2913,165874,17198.0,3.0,1973,4,51090,100
2915,86200,9346.0,3.345238095238096,1987,9,77989,114
2916,100802,861.0,3.5625,2014,3,59655,87
2917,82089,14412.0,4.25,1957,6,53665,90
2918,91042,9377.0,4.007518796992481,2007,6,84759,129
2919,86617,11541.0,3.794117647058824,1943,3,69460,87
2920,37674,2457.0,4.5,1968,8,86628,73
2921,68699,11901.0,3.5,1923,7,96334,112
2922,61747,4929.0,3.8333333333333335,1940,7,73559,111
2923,76123,85325.0,4.0,1911,3,58110,89
2924,80179,11230.0,4.583333333333333,1928,3,63082,102
2925,65571,8416.0,4.214285714285714,1964,2,79785,115
2926,95270,11054.0,3.6666666666666665,1936,7,87636,123
2927,37558,851.0,4.5,1927,5,66329,112
2928,87980,24453.0,3.6666666666666665,1997,7,63865,82
2929,82979,18254.0,3.892857142857143,2010,3,70371,62
2930,176093,56235.0,4.0,1956,7,54618,66
2932,77405,16642.0,4.0,2018,3,72378,92
2935,33804,3086.0,4.2,1974,1,99234,122
2936,34240,16305.0,4.25,1905,7,74854,100
2937,35169,32255.0,4.0,1979,3,87927,127
2938,91214,48797.0,4.666666666666667,1968,4,70646,86
2939,46126,19997.0,3.0,1987,5,77937,120
2940,38559,3767.0,3.6875,1936,1,70752,107
2941,52225,17352.0,3.25,1924,9,52617,73
2942,85549,535.0,3.216666666666667,1968,1,87224,89
2943,104507,2731.0,2.6666666666666665,1946,6,94948,97
2944,61578,1654.0,3.6714285714285713,2003,2,70989,109
2945,87722,31043.0,5.0,1981,2,96015,98
2946,59260,14831.0,3.5454545454545454,1987,3,86955,72
2947,58150,658.0,3.716981132075472,1923,3,95806,65
2948,57076,657.0,3.640625,1994,0,77161,126
2949,55928,646.0,3.645161290322581,1999,3,61153,66
2950,80453,5689.0,2.526315789473684,1902,0,86117,99
2951,58461,391.0,3.8947368421052633,2008,7,79013,82
2952,119256,8052.0,3.5,1927,2,78611,91
2953,104431,772.0,2.467741935483871,1987,7,99760,89
2956,94008,31650.0,3.5,1919,9,59447,103
2959,137523,550.0,4.178217821782178,1906,4,85179,104
2961,160916,12220.0,3.4545454545454546,1997,1,86799,102
2962,119114,1610.0,3.625,1907,1,83381,88
2964,192194,42881.0,3.125,1903,8,76487,83
2966,166896,404.0,3.5789473684210527,2019,2,67999,99
2967,48977,42196.0,3.4,1976,8,66458,97
2968,81633,36819.0,3.569767441860465,1932,7,88244,68
2969,61138,42726.0,3.6666666666666665,2002,4,59682,114
2970,83946,9343.0,3.6666666666666665,1951,3,76563,96
2971,78754,16858.0,4.1,1966,8,82449,107
2972,93206,42006.0,2.5,1963,5,90441,88
2973,97123,11562.0,4.178571428571429,1906,7,57775,102
2974,200469,10496.0,1.5,1964,2,99043,115
2975,168501,16162.0,4.0,1983,2,88491,105
2976,163988,8649.0,3.5476190476190474,2016,6,75493,75
2977,142201,31306.0,3.0,1911,2,93741,118
2978,144640,10563.0,3.1875,1935,0,81371,100
2979,172627,14484.0,2.0,1978,0,53126,115
2981,72742,94857.0,5.0,1909,8,66103,105
2982,99710,32043.0,5.0,1959,9,51811,60
2983,59319,15247.0,4.0,1947,0,73013,109
2984,67527,29251.0,5.0,2014,4,81945,101
2985,93870,5548.0,3.5948275862068964,1923,5,85201,120
2986,100502,5549.0,2.763157894736842,1957,2,76378,67
2987,96438,856.0,3.6666666666666665,1960,3,54589,65
2988,81150,38772.0,4.0,1902,1,73034,96
2989,82398,699.0,3.5277777777777777,1962,8,72208,97
2990,97742,709.0,3.294117647058824,1941,8,60080,77
2991,70328,253.0,3.625,1992,4,96541,105
2992,91829,13511.0,4.0,1908,3,87983,104
2993,59800,660.0,3.5588235294117645,1978,3,67850,85
2995,185371,11377.0,1.96875,1935,1,93302,114
2996,166943,26149.0,3.0,2003,0,72687,88
2997,120601,492.0,3.9563492063492074,2010,4,83271,116
2998,144178,108346.0,4.0,1901,7,61043,100
3000,119698,128.0,4.131578947368421,1966,9,79998,61
3001,157075,46286.0,2.0,1943,5,89958,85
3002,200849,8672.0,3.75,1948,3,72954,117
3003,170705,8056.0,1.0,1914,7,96781,70
3004,120596,2020.0,2.6153846153846154,1939,2,68111,127
3005,145681,9481.0,2.8833333333333333,1942,2,74620,95
3006,140352,9008.0,3.8666666666666663,1989,3,64847,81
3007,181288,14242.0,4.178571428571429,1952,5,58846,89
3008,156729,16129.0,3.5,1923,6,59845,117
3010,200071,11489.0,4.5,1981,5,98257,88
3011,65088,28145.0,3.7,2005,7,71646,67
3013,99180,18111.0,2.5,1962,1,78911,65
3015,77355,11223.0,3.333333333333333,1913,1,88490,74
3016,83767,16281.0,3.733333333333333,1922,2,83974,81
3017,92796,16288.0,3.1,1966,2,88388,129
3018,89885,1694.0,3.821428571428572,1954,2,96546,75
3019,97240,476.0,3.8333333333333335,1959,4,72889,76
3020,106856,37094.0,3.612903225806452,2017,1,64273,102
3021,82427,13555.0,5.0,1941,0,51822,107
3022,17925,961.0,4.25,1961,7,81842,78
3024,78087,24831.0,3.6666666666666665,1933,5,84497,98
3025,62218,64963.0,3.0,1989,0,62678,75
3028,61407,25560.0,2.75,1977,0,71649,128
3029,82817,21610.0,3.5,1911,9,93140,87
3030,55630,11878.0,4.166666666666667,1915,5,63848,97
3031,100475,11510.0,3.0,1997,9,70542,89
3032,67525,11234.0,3.571428571428572,1999,6,78688,67
3033,94012,957.0,3.6206896551724137,1953,1,78561,120
3034,70608,11886.0,3.7586206896551726,1986,2,92118,117
3035,48380,37853.0,4.411764705882353,1948,8,87238,75
3036,82484,62204.0,4.0,1915,5,92842,113
3037,65988,11040.0,4.166666666666667,1939,7,55142,102
3038,50371,21849.0,5.0,1966,8,80016,125
3039,86465,1621.0,3.625,1953,4,93832,88
3040,79540,14035.0,3.4166666666666665,1911,1,53090,87
3041,87700,40771.0,3.0,1959,2,61358,83
3042,93516,40772.0,2.333333333333333,1943,6,67336,117
3043,104837,40773.0,1.0,1920,3,76030,101
3044,101669,11498.0,3.875,2018,1,65937,96
3045,105130,11790.0,3.0,1992,2,92668,93
3046,113416,29371.0,2.6666666666666665,1929,8,97232,68
3047,83911,276635.0,1.0,1924,0,55516,112
3048,83254,47941.0,3.5,1938,8,51325,82
3051,149691,21349.0,3.1818181818181817,1916,5,67674,99
3052,120655,1832.0,3.3227848101265822,1922,5,88933,108
3053,151137,10047.0,2.8,1923,5,74369,107
3054,190641,10228.0,2.571428571428572,1974,3,68451,112
3055,165773,47692.0,3.5,1929,0,74642,104
3057,118150,144953.0,3.5,1916,3,66212,121
3060,101605,11663.0,3.928571428571429,1901,3,85534,78
3061,34862,13485.0,3.590909090909091,1950,3,52894,86
3062,56197,9289.0,4.090909090909091,1921,6,50140,91
3063,105156,9264.0,3.4285714285714284,1971,9,70920,77
3064,119908,18222.0,2.6666666666666665,1928,4,78056,104
3066,66473,11165.0,3.35,1998,1,89455,79
3067,95675,4203.0,4.0,1960,0,77338,64
3068,84855,24226.0,4.029411764705882,1959,0,53949,111
3069,68528,88875.0,4.0,2004,5,64445,63
3070,86856,11379.0,3.909090909090909,1913,6,81974,79
3071,94027,29154.0,4.227272727272728,1983,5,99348,70
3072,93565,2039.0,3.6621621621621614,1918,8,94036,122
3074,68762,11943.0,3.8333333333333335,1945,7,85854,101
3075,59646,11481.0,3.5,1977,7,56323,111
3076,57187,2690.0,2.75,1980,3,93734,71
3077,164312,20565.0,4.055555555555555,2006,5,88028,99
3078,165859,27141.0,3.75,1961,3,84422,108
3079,178737,10399.0,3.928571428571429,1943,3,74890,111
3081,162661,2668.0,3.625,2003,4,90519,87
3082,143145,36643.0,3.138888888888889,1984,9,90160,119
3083,185125,99.0,4.2,2003,5,94246,114
3086,24852,25898.0,4.0,1938,8,55422,95
3087,96061,9647.0,3.316666666666667,1928,1,88336,128
3088,42546,11787.0,4.2631578947368425,1945,3,57433,68
3089,40522,5156.0,4.043478260869565,1925,2,64906,106
3090,93509,24276.0,3.1666666666666665,1906,5,65150,73
3091,80979,11953.0,4.1,1977,3,83347,128
3093,67411,29005.0,3.071428571428572,1996,1,75449,88
3094,93512,26371.0,2.6666666666666665,1944,7,77366,91
3095,32551,596.0,4.064516129032258,1940,0,65903,129
3096,50738,52470.0,3.9,1931,5,94332,90
3097,33045,20334.0,3.7083333333333335,2011,8,52826,68
3098,87781,11393.0,3.642857142857143,1932,3,78139,116
3099,73692,31121.0,2.611111111111111,2015,9,83655,90
3100,105265,293.0,3.5892857142857144,1916,8,88033,100
3101,93010,10998.0,3.673469387755102,1916,4,72282,107
3102,89360,12235.0,3.9,1946,7,83671,79
3103,100680,36094.0,3.0,1979,8,99342,69
3104,95631,9013.0,3.9655172413793114,1925,4,85662,96
3105,99077,11005.0,3.842105263157895,1933,3,65087,69
3106,99291,59820.0,3.6666666666666665,2018,2,74971,62
3107,101393,2924.0,3.359375,1951,8,90369,75
3108,101889,177.0,3.635135135135135,1972,7,68264,116
3109,88007,38557.0,4.0,1928,1,52903,110
3110,87091,42087.0,3.6666666666666665,2005,3,69170,110
3111,87921,13681.0,4.222222222222222,1902,5,62491,69
3112,90556,34760.0,5.0,2004,4,68877,70
3113,146675,9946.0,2.026315789473684,1904,4,52061,67
3114,120363,863.0,3.844,1931,4,74112,108
3115,155711,31582.0,3.6666666666666665,1996,4,88652,88
3116,189744,125520.0,4.0,1946,1,55321,98
3117,134154,22267.0,3.5,2015,2,54609,102
3118,161023,55123.0,3.5,1996,6,81700,127
3120,104114,10411.0,3.0,1971,4,74875,81
3121,45877,41462.0,3.5,1969,4,91827,126
3122,33021,1718.0,3.0,1946,4,82635,127
3125,172396,20024.0,3.3,1957,4,87299,90
3127,144715,13787.0,2.833333333333333,1929,8,84947,96
3128,160513,54933.0,3.25,1927,4,94049,104
3129,158371,9684.0,4.0,1992,7,60530,103
3130,99165,9586.0,2.5416666666666665,1951,4,54735,121
3133,15863,33015.0,4.0,1972,8,62823,129
3134,28950,777.0,4.208333333333333,2007,1,57574,88
3135,79239,21887.0,3.9444444444444446,1958,2,59870,123
3136,50558,5652.0,3.0,1906,9,94460,90
3138,96171,32331.0,3.0,1916,1,60432,123
3140,14538,32628.0,4.0,1997,5,60210,101
3141,100828,32669.0,3.625,1920,3,99074,122
3142,96328,18161.0,3.6,1934,9,99259,89
3143,63056,31681.0,4.0,1981,5,52464,84
3144,60463,33666.0,2.5,1995,4,70735,90
3145,150216,32274.0,3.1666666666666665,1914,9,53482,80
3146,205000,10402.0,2.5,1908,6,99808,95
3147,120689,497.0,3.9223300970873782,1944,0,56345,84
3148,124315,1715.0,3.243589743589744,1940,2,79121,84
3150,141974,42739.0,4.0,1987,4,82131,78
3152,67328,25188.0,3.976190476190476,1904,7,71023,88
3153,51337,15515.0,4.142857142857143,1941,9,61518,122
3155,166485,1439.0,3.409090909090909,1992,1,92229,125
3156,182789,2277.0,2.9722222222222223,2018,0,87176,99
3157,164912,10137.0,3.074074074074074,1922,5,70911,61
3158,162866,10387.0,3.5,1986,7,92118,107
3159,120910,49948.0,3.3823529411764706,1900,5,70594,80
3160,175880,334.0,3.692982456140351,1995,2,79186,124
3161,119079,30237.0,3.0,1912,7,86465,62
3163,151568,46435.0,3.7142857142857135,1920,5,74284,79
3165,106455,22213.0,5.0,1977,6,58972,116
3166,96978,47070.0,4.0,2006,1,64915,63
3167,66892,36492.0,4.4375,1926,5,50785,63
3168,64276,624.0,3.72,1977,5,65522,77
3169,87231,26578.0,3.3461538461538463,1918,7,77126,102
3171,53226,43103.0,4.25,1958,2,70995,107
3173,146838,9563.0,2.94,1921,4,89835,97
3174,125664,1850.0,3.3,1923,1,80496,114
3175,177789,926.0,3.507692307692308,1966,0,51325,67
3176,134119,1213.0,3.5,1902,3,75942,81
3177,195945,10471.0,3.1666666666666665,2001,5,60976,127
3178,174856,10400.0,3.636363636363636,1921,7,83969,106
3179,145653,10397.0,3.227272727272727,2014,4,75980,86
3180,196857,20761.0,2.0,1944,3,59087,127
3181,120866,12524.0,3.8333333333333335,2016,5,55364,71
3182,192335,28216.0,3.3125,1905,0,96676,121
3183,174268,36773.0,3.5,1976,2,64173,103
3185,120834,10219.0,3.1923076923076925,1919,4,93809,73
3186,172493,3558.0,3.625,1976,9,97664,94
3188,208261,41276.0,3.5,1953,1,74006,82
3189,156812,17908.0,3.388888888888889,1993,0,84402,89
3190,134983,10384.0,1.0,2007,1,65400,129
3192,169302,48233.0,4.0,2014,1,57386,104
3194,70903,10236.0,3.6818181818181817,1958,6,78135,103
3196,46359,632.0,3.95,1921,9,90663,102
